release_year;mean_acousticness;mean_danceability;mean_energy;mean_instrumentalness;mean_liveness;mean_loudness;mean_speechiness;mean_valence;mean_duration_ms;mean_popularity;mean_tempo
1956;0.823056990000001;0.4878145;0.30476112;0.23876341778;0.18225715;-14.1751955;0.06231235;0.50842305;211846;15;112.206039
1957;0.792802358974359;0.50348123076923;0.295279133333334;0.194520616169231;0.182748564102564;-14.1248487179487;0.0643531282051282;0.511010153846153;241604;20;112.752294871795
1958;0.779611865;0.4800214;0.308795755;0.18124111006;0.20584085;-14.165171;0.0569993;0.4976615;214146;19;113.3261235
1959;0.77939278974359;0.482114307692308;0.310994405128205;0.188148194061538;0.191842923076923;-14.4601369230769;0.0678743076923077;0.478415641025641;216292;20;112.117701538462
1960;0.767181484324325;0.486029243243243;0.341142378378378;0.176502159421622;0.20786372972973;-13.8141027027027;0.0657835135135135;0.523931675675675;210209;19;112.561678918919
1961;0.751903868421053;0.489165578947368;0.339531867368421;0.264623253142105;0.208912578947369;-14.1713305263158;0.0594759473684211;0.512851210526315;232186;19;111.808957894737
1962;0.720607806842106;0.493164368421053;0.3710257;0.171471550942105;0.201895736842105;-13.1773642105263;0.0577398421052632;0.547792052631579;209294;22;114.841004736842
1963;0.72270483;0.48162135;0.365353885;0.18543231468;0.2037453;-13.670647;0.05203615;0.541527450000001;200510;25;114.3245875
1964;0.694100530769231;0.504176974358974;0.394438825641026;0.159597801779487;0.217232358974359;-13.0480758974359;0.0665944615384615;0.557260420512821;195536;26;115.081489230769
1965;0.609911329538461;0.503450564102565;0.449027246153846;0.118365946092308;0.213839128205128;-11.8882133333333;0.0575564615384615;0.580950666666667;196342;27;116.835446666667
1966;0.52480945997;0.507020499999999;0.482208465;0.115125955565;0.2180931;-11.3569195;0.0559640500000001;0.58014455;216095;28;116.335424
1967;0.529610324352176;0.492688594297148;0.446823831915958;0.118946854672336;0.190917658829415;-11.7088294147074;0.0490983991995998;0.550791695847924;198987;31;116.680022511256
1968;0.49377024035;0.501008100000001;0.45696965;0.112776949285;0.21735095;-12.043862;0.0589885;0.565993649999999;214980;31;115.8325915
1969;0.448846304;0.4880978;0.48762513;0.159452708165;0.2069659;-12.062166;0.054975;0.554745285;242545;32;117.0243285
1970;0.46005711395;0.5063075;0.49563305;0.127567003085;0.2122688;-11.772558;0.0516815;0.5720754;242852;34;117.1116105
1971;0.4583362981;0.50427385;0.496361255;0.12501788923;0.21491455;-12.079936;0.0594224;0.57491325;260511;34;118.2722475
1972;0.4600428052;0.52099945;0.504526180000001;0.11488033376;0.20695495;-11.7735635;0.05487125;0.59568815;245914;34;119.412852
1973;0.416524189;0.51544945;0.53613825;0.09968022323;0.20137475;-11.260197;0.05782575;0.5921162;257002;36;120.1463165
1974;0.4472074226;0.51533975;0.514723655;0.11636098351;0.20934635;-11.816489;0.05731935;0.5812744;252555;32;119.416453
1975;0.433773887195;0.520998;0.523208505;0.111322033745;0.21544135;-11.485939;0.06109845;0.56941515;254969;34;118.6840155
1976;0.36147063211;0.5297625;0.55384325;0.12162904398;0.2490322;-11.114237;0.06274995;0.58073325;267676;35;120.522058
1977;0.339302533375;0.5333237;0.560287959;0.127721031945;0.22321405;-11.0773545;0.06085455;0.58524655;257121;35;122.1854305
1978;0.32896857345;0.5407746;0.561428865;0.10038121451;0.21807095;-10.891868;0.0627574;0.58953525;249051;35;120.3779435
1979;0.29593224063;0.5620453;0.591012715;0.115751372015;0.2134431;-10.9775135;0.0690586;0.6099818;252860;36;122.4568165
1980;0.284955397635897;0.556152358974359;0.597777394871795;0.128751061271795;0.203754102564103;-10.7009420512821;0.0592486153846154;0.598058051282051;252835;36;122.985001025641
1981;0.30120422674;0.542184700000001;0.599382725;0.14683794662;0.2250999;-10.9244045;0.057916;0.58295185;250904;35;123.169395
1982;0.289580038205;0.5642594;0.5909193895;0.100016383;0.20100675;-10.9331225;0.06585305;0.58643845;248357;36;120.9186075
1983;0.29477789163;0.5456293;0.601425235;0.14541052329;0.19892245;-11.200171;0.066886;0.5721199;251123;36;121.070629
1984;0.287709580345;0.53030895;0.591091675;0.145173039735;0.1977062;-11.5232385;0.0592648;0.55163871;251845;37;121.376662
1985;0.29657090321;0.5556424;0.60151548;0.113738558075;0.19920645;-11.3606885;0.0584648;0.56559645;252276;37;121.9793035
1986;0.285080656425;0.5409334;0.6149546;0.109940854365;0.21187945;-11.103995;0.0648161;0.55094855;254708;37;120.499302
1987;0.311664066394872;0.541019333333334;0.579839553846153;0.101974517466667;0.202018102564103;-11.6234671794872;0.057789641025641;0.541451179487179;247543;39;120.845707179487
1988;0.322009946512821;0.540459435897436;0.585679246153846;0.117190380220513;0.207707538461539;-11.519821025641;0.0660998974358975;0.54648538974359;257442;39;120.024425641026
1989;0.313351251815;0.54722745;0.584046375;0.113182544615;0.1990802;-11.38413;0.0639392499999999;0.5483329;254203;39;120.5790015
1990;0.332869950585;0.53529865;0.571591394999999;0.125826268095;0.1909609;-11.3274795;0.0643453;0.526526850000001;256451;40;120.0627335
1991;0.332765291630769;0.555824358974359;0.559402364102564;0.1150923398;0.188628923076923;-10.9557687179487;0.0711015897435897;0.548655230769231;245912;41;119.362574358974
1992;0.320808763825;0.55506485;0.582864204999999;0.100690083065;0.2002455;-10.5754045;0.0730623;0.5590983;246506;42;122.5862185
1993;0.30906855374;0.56987815;0.56255991;0.11529396538;0.19493225;-10.882701;0.07635055;0.55556845;251667;42;120.364936
1994;0.30623436309;0.55282995;0.578772685;0.11188575995;0.1921651;-10.282273;0.07604935;0.52664915;250992;45;118.44517
1995;0.30251180612;0.55904575;0.57857951;0.12326879607;0.2013737;-10.11945;0.08375445;0.5302467;246624;44;119.281978
1996;0.3010268798;0.5878306;0.586068475;0.095052812035;0.1986863;-9.44381850000001;0.0860776500000001;0.56087325;248180;44;117.708357
1997;0.306715693455;0.57681385;0.5986987151;0.10469017862;0.1984788;-9.2008755;0.08850605;0.5485525;245749;45;118.182316
1998;0.29148946157;0.58621165;0.605197505;0.11132575035;0.1937309;-8.971168;0.0917310500000001;0.5377209;248542;45;118.540108
1999;0.27159011106612;0.582157919015889;0.637522602255254;0.09406814106612;0.206308047155305;-8.26640953357253;0.0944071758072784;0.556452844695028;245177;47;119.509490517683
2000;0.28932270051636;0.590918047034765;0.625412832310838;0.101167768793456;0.197686042944785;-8.24776584867076;0.0892054192229039;0.5594754601227;242724;46;118.999323108385
2001;0.286842474842893;0.583317855361595;0.626985522194514;0.107214018992519;0.187025635910224;-8.30509526184539;0.0891822942643391;0.54147910723192;240307;48;117.765399002494
2002;0.282624289885;0.5761603;0.641269796;0.088048350315;0.1939112;-7.6866395;0.0843076;0.54239715;239503;48;119.2397385
2003;0.256470518172978;0.575763306038895;0.66016526100307;0.083049274667349;0.196976305015353;-7.48554503582395;0.0939257420675538;0.530504247697032;244670;48;120.914621801433
2004;0.280558946622584;0.567680366225839;0.648867945066125;0.0779340349084435;0.202199440488301;-7.60165513733469;0.0942388097660224;0.524488555442523;237378;49;121.290345879959
2005;0.255763506866666;0.572280564102564;0.653208511282051;0.0901943611846154;0.190081625641026;-7.46615897435897;0.0933336923076923;0.532530923076923;237229;50;121.617966666667
2006;0.279986352025641;0.568230153846154;0.650326282051282;0.0777014718769231;0.188289282051282;-7.26550051282051;0.0858467692307692;0.520028307692308;234042;51;121.798615384615
2007;0.254080957553846;0.563414358974359;0.668304774358975;0.0729572680512821;0.196126564102564;-7.0445358974359;0.0843473333333334;0.516793846153847;241049;51;124.087516410256
2008;0.249191762721227;0.57919283887468;0.671460820767264;0.0636620903171356;0.198431406649616;-6.84380409207161;0.077356368286445;0.527541892583121;240107;50;123.509933503836
2009;0.261928619096939;0.564190357142857;0.670748755102041;0.0758720736836735;0.205252295918367;-7.04601479591837;0.0854578061224489;0.507169661734694;238140;51;123.463807653061
2010;0.242686643551587;0.572488343253968;0.681777802628968;0.082980568219246;0.19970064484127;-6.90990426587302;0.081031498015873;0.520895158730159;242811;52;123.570215277778
2011;0.273182662518592;0.552866980664353;0.648300893406048;0.103772332166584;0.203308824987605;-7.57498611799702;0.0874792761527021;0.472453678730788;236998;53;121.483997025285
2012;0.249953044380463;0.570881850899743;0.656571460154242;0.0852055206786632;0.189733007712082;-7.26054961439589;0.0817424678663239;0.46270901285347;245807;52;121.781736246787
2013;0.257488085956478;0.57114802631579;0.645596891447369;0.0983650539170041;0.199630819838057;-7.47203947368421;0.0938488866396761;0.454741194331984;242267;54;120.806829453441
2014;0.249312645880299;0.589947680798005;0.648795443790524;0.0765695548379053;0.191821596009975;-7.06743990024938;0.0840605486284289;0.463048778054863;233728;55;122.305262842893
2015;0.253952257710233;0.593774062816616;0.627064271529889;0.106786878054711;0.188856433637285;-7.62563931104356;0.0967792299898683;0.432098368794326;230029;56;120.115411347518
2016;0.284171029955481;0.600202392877017;0.592855231608236;0.0939843871174179;0.181169894268225;-8.06105620478575;0.104313299944352;0.431532058987201;221396;59;118.652629938787
2017;0.286099066526105;0.612217018072289;0.590421020883534;0.0970906090662651;0.191712600401606;-8.31262951807229;0.110536495983936;0.41647631124498;211115;63;117.202739959839
2018;0.267632990775083;0.663500475511174;0.602434622016167;0.0542171216690442;0.176325534950071;-7.16878506894912;0.12717555872563;0.447921274369947;206001;63;121.92230765573
2019;0.278298586336583;0.644814109799898;0.593224036018471;0.0776402469728066;0.172616418676244;-7.72219189327861;0.121043355566957;0.458817629553617;201024;65;120.235644433043
2020;0.219930888093596;0.692904334975369;0.631231635467981;0.0163755243054187;0.178535418719212;-6.59506699507389;0.141383694581281;0.501047807881773;193728;64;124.283128571429
